date,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
2020-04-06,1.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,0.0,9.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,0.0
2020-04-07,1.0,0.0,4.0,0.0,4.0,5.0,2.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,67.0,0.0
2020-04-08,0.0,1.0,7.0,0.0,4.0,17.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,12.0,1.0,2.0,17.0,3.0,0.0,0.0,2.0,2.0,0.0,57.0,0.0
2020-04-09,0.0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,10.0,1.0,7.0,16.0,0.0,1.0,1.0,4.0,1.0,0.0,68.0,0.0
2020-04-10,0.0,0.0,10.0,0.0,0.0,10.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,9.0,0.0,2.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,44.0,0.0
2020-04-11,0.0,0.0,3.0,3.0,2.0,7.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,1.0,8.0,2.0,0.0,0.0,1.0,3.0,0.0,20.0,0.0
2020-04-12,0.0,0.0,9.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,3.0,0.0,13.0,0.0,4.0,15.0,4.0,0.0,0.0,0.0,3.0,0.0,28.0,0.0
2020-04-13,1.0,1.0,9.0,1.0,1.0,25.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0,0.0,3.0,17.0,1.0,2.0,12.0,1.0,0.0,0.0,1.0,2.0,0.0,20.0,0.0
2020-04-14,0.0,0.0,19.0,1.0,4.0,10.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,7.0,5.0,13.0,0.0,6.0,42.0,1.0,0.0,0.0,1.0,2.0,0.0,87.0,0.0
2020-04-15,1.0,1.0,16.0,0.0,2.0,13.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,28.0,0.0,2.0,41.0,1.0,0.0,0.0,1.0,1.0,0.0,83.0,1.0
2020-04-16,1.0,0.0,18.0,3.0,6.0,11.0,3.0,7.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,17.0,0.0,2.0,36.0,3.0,1.0,0.0,2.0,1.0,0.0,75.0,0.0
2020-04-17,0.0,2.0,21.0,0.0,2.0,20.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,2.0,26.0,1.0,1.0,40.0,1.0,0.0,0.0,3.0,1.0,0.0,75.0,0.0
2020-04-18,1.0,3.0,16.0,0.0,4.0,25.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,19.0,1.0,5.0,46.0,2.0,1.0,0.0,0.0,1.0,1.0,63.0,0.0
2020-04-19,0.0,5.0,21.0,1.0,5.0,9.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,11.0,2.0,3.0,15.0,1.0,0.0,0.0,2.0,3.0,0.0,24.0,0.0
2020-04-20,2.0,3.0,3.0,2.0,2.0,17.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,18.0,2.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0
2020-04-21,0.0,1.0,8.0,0.0,1.0,15.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,3.0,6.0,26.0,1.0,2.0,39.0,1.0,1.0,0.0,0.0,2.0,2.0,56.0,0.0
2020-04-22,0.0,1.0,13.0,1.0,5.0,18.0,1.0,3.0,2.0,10.0,3.0,0.0,0.0,5.0,1.0,22.0,0.0,5.0,29.0,5.0,0.0,0.0,1.0,2.0,0.0,41.0,0.0
2020-04-23,2.0,2.0,28.0,2.0,9.0,32.0,1.0,6.0,2.0,12.0,4.0,1.0,1.0,10.0,4.0,30.0,1.0,2.0,40.0,4.0,0.0,0.0,1.0,3.0,1.0,211.0,0.0
2020-04-24,1.0,5.0,21.0,2.0,5.0,22.0,0.0,4.0,1.0,12.0,3.0,0.0,1.0,33.0,2.0,40.0,1.0,5.0,40.0,2.0,1.0,0.0,5.0,0.0,0.0,167.0,0.0
2020-04-25,0.0,2.0,32.0,2.0,5.0,33.0,1.0,5.0,1.0,12.0,4.0,0.0,1.0,9.0,3.0,29.0,1.0,4.0,45.0,4.0,1.0,1.0,1.0,0.0,1.0,155.0,0.0
2020-04-26,0.0,3.0,17.0,3.0,2.0,50.0,0.0,5.0,0.0,13.0,3.0,0.0,0.0,19.0,1.0,34.0,2.0,4.0,30.0,1.0,3.0,0.0,3.0,1.0,0.0,33.0,0.0
2020-04-27,3.0,2.0,16.0,3.0,9.0,21.0,1.0,6.0,1.0,20.0,1.0,2.0,1.0,8.0,3.0,35.0,1.0,2.0,32.0,3.0,0.0,0.0,7.0,1.0,2.0,125.0,0.0
2020-04-28,2.0,2.0,31.0,2.0,10.0,20.0,0.0,14.0,1.0,21.0,9.0,0.0,1.0,10.0,4.0,58.0,3.0,2.0,61.0,6.0,1.0,0.0,4.0,0.0,0.0,224.0,0.0
2020-04-29,2.0,5.0,29.0,3.0,7.0,33.0,0.0,7.0,0.0,18.0,9.0,0.0,0.0,24.0,5.0,30.0,0.0,5.0,56.0,2.0,4.0,0.0,2.0,2.0,0.0,198.0,1.0
2020-04-30,1.0,6.0,45.0,3.0,6.0,42.0,2.0,9.0,2.0,20.0,2.0,0.0,0.0,68.0,5.0,27.0,0.0,4.0,60.0,0.0,1.0,3.0,7.0,2.0,3.0,128.0,0.0
2020-05-01,0.0,6.0,51.0,3.0,11.0,47.0,1.0,8.0,0.0,20.0,6.0,0.0,0.0,39.0,7.0,38.0,2.0,4.0,67.0,3.0,2.0,0.0,4.0,2.0,0.0,136.0,1.0
2020-05-02,3.0,5.0,25.0,3.0,6.0,99.0,1.0,3.0,1.0,13.0,0.0,0.0,1.0,43.0,2.0,25.0,2.0,1.0,50.0,2.0,5.0,2.0,3.0,2.0,0.0,75.0,0.0
2020-05-03,3.0,6.0,47.0,3.0,5.0,39.0,1.0,11.0,0.0,12.0,1.0,1.0,0.0,11.0,3.0,24.0,0.0,3.0,48.0,1.0,1.0,-2.0,2.0,0.0,0.0,41.0,2.0
2020-05-04,3.0,8.0,37.0,6.0,13.0,35.0,0.0,8.0,0.0,22.0,1.0,0.0,1.0,27.0,6.0,39.0,1.0,1.0,46.0,6.0,1.0,4.0,9.0,3.0,3.0,27.0,1.0
2020-05-05,1.0,8.0,64.0,6.0,5.0,83.0,1.0,10.0,8.0,20.0,4.0,0.0,0.0,31.0,7.0,58.0,1.0,5.0,58.0,4.0,4.0,0.0,7.0,3.0,4.0,197.0,2.0
2020-05-06,6.0,9.0,102.0,1.0,14.0,54.0,1.0,13.0,7.0,14.0,3.0,0.0,0.0,35.0,9.0,54.0,5.0,2.0,82.0,4.0,4.0,2.0,7.0,1.0,2.0,194.0,0.0
2020-05-07,1.0,9.0,55.0,5.0,5.0,54.0,0.0,11.0,-1.0,25.0,9.0,0.0,1.0,78.0,10.0,42.0,2.0,3.0,189.0,5.0,4.0,1.0,1.0,4.0,2.0,161.0,0.0
2020-05-08,2.0,10.0,68.0,5.0,18.0,94.0,2.0,8.0,5.0,25.0,5.0,1.0,1.0,86.0,3.0,82.0,1.0,2.0,109.0,6.0,2.0,2.0,4.0,0.0,3.0,210.0,0.0
2020-05-09,2.0,6.0,88.0,3.0,13.0,65.0,2.0,7.0,-2.0,24.0,7.0,0.0,1.0,36.0,10.0,45.0,4.0,1.0,150.0,0.0,2.0,2.0,2.0,1.0,5.0,192.0,2.0
2020-05-10,1.0,12.0,42.0,3.0,6.0,52.0,3.0,9.0,0.0,20.0,1.0,0.0,2.0,62.0,11.0,75.0,3.0,2.0,61.0,0.0,2.0,3.0,3.0,1.0,1.0,101.0,1.0
2020-05-11,3.0,12.0,31.0,1.0,12.0,75.0,2.0,15.0,2.0,24.0,2.0,0.0,1.0,140.0,4.0,40.0,4.0,2.0,56.0,6.0,4.0,3.0,5.0,4.0,3.0,34.0,2.0
2020-05-12,7.0,12.0,63.0,13.0,11.0,91.0,2.0,16.0,3.0,21.0,6.0,1.0,1.0,102.0,15.0,70.0,8.0,2.0,158.0,12.0,3.0,4.0,6.0,4.0,0.0,206.0,7.0
2020-05-13,1.0,14.0,62.0,8.0,11.0,109.0,2.0,21.0,9.0,26.0,8.0,1.0,1.0,108.0,3.0,67.0,3.0,4.0,122.0,12.0,0.0,1.0,9.0,0.0,5.0,169.0,2.0
2020-05-14,3.0,13.0,75.0,7.0,26.0,24.0,3.0,16.0,6.0,26.0,4.0,1.0,3.0,73.0,3.0,74.0,0.0,2.0,197.0,5.0,6.0,8.0,6.0,5.0,5.0,197.0,1.0
2020-05-15,2.0,10.0,96.0,2.0,19.0,153.0,4.0,11.0,0.0,28.0,7.0,0.0,2.0,80.0,10.0,83.0,5.0,2.0,191.0,0.0,6.0,3.0,6.0,1.0,3.0,186.0,3.0
2020-05-16,2.0,12.0,44.0,5.0,5.0,48.0,1.0,11.0,2.0,25.0,4.0,1.0,1.0,48.0,13.0,80.0,7.0,2.0,176.0,14.0,7.0,9.0,6.0,2.0,3.0,187.0,4.0
2020-05-17,3.0,11.0,38.0,11.0,9.0,27.0,2.0,14.0,1.0,27.0,6.0,0.0,0.0,57.0,11.0,55.0,8.0,1.0,101.0,3.0,5.0,2.0,6.0,2.0,4.0,94.0,1.0
2020-05-18,5.0,11.0,20.0,8.0,17.0,107.0,8.0,17.0,3.0,28.0,5.0,1.0,3.0,112.0,13.0,124.0,5.0,3.0,137.0,21.0,9.0,9.0,7.0,2.0,2.0,41.0,6.0
2020-05-19,6.0,13.0,58.0,9.0,14.0,108.0,6.0,23.0,0.0,30.0,6.0,0.0,2.0,162.0,12.0,101.0,2.0,3.0,227.0,10.0,5.0,4.0,9.0,6.0,4.0,324.0,4.0
2020-05-20,2.0,17.0,70.0,6.0,36.0,44.0,6.0,21.0,5.0,29.0,10.0,1.0,0.0,224.0,11.0,93.0,4.0,7.0,158.0,8.0,2.0,0.0,1.0,3.0,6.0,216.0,5.0
2020-05-21,3.0,11.0,59.0,9.0,14.0,261.0,6.0,17.0,7.0,30.0,14.0,0.0,2.0,115.0,15.0,91.0,2.0,4.0,175.0,3.0,0.0,0.0,5.0,4.0,7.0,195.0,2.0
2020-05-22,2.0,18.0,49.0,6.0,23.0,90.0,6.0,34.0,10.0,29.0,10.0,0.0,3.0,110.0,3.0,132.0,6.0,5.0,245.0,3.0,16.0,8.0,6.0,2.0,6.0,215.0,2.0
2020-05-23,7.0,21.0,75.0,5.0,14.0,57.0,5.0,20.0,0.0,32.0,16.0,0.0,0.0,147.0,10.0,87.0,8.0,4.0,248.0,0.0,9.0,0.0,4.0,3.0,4.0,272.0,0.0
2020-05-24,5.0,15.0,14.0,1.0,47.0,16.0,9.0,30.0,0.0,30.0,9.0,0.0,3.0,140.0,14.0,56.0,3.0,3.0,88.0,28.0,6.0,12.0,4.0,2.0,7.0,118.0,7.0
2020-05-25,5.0,21.0,23.0,5.0,17.0,169.0,10.0,18.0,1.0,33.0,4.0,0.0,2.0,141.0,7.0,48.0,9.0,4.0,112.0,8.0,0.0,2.0,17.0,4.0,10.0,57.0,0.0
2020-05-26,8.0,15.0,71.0,5.0,18.0,110.0,10.0,22.0,8.0,36.0,4.0,1.0,1.0,91.0,7.0,80.0,15.0,4.0,256.0,22.0,12.0,16.0,6.0,12.0,13.0,203.0,6.0
2020-05-27,8.0,16.0,39.0,10.0,36.0,68.0,9.0,24.0,4.0,34.0,6.0,0.0,4.0,83.0,12.0,140.0,4.0,3.0,244.0,0.0,4.0,0.0,6.0,5.0,11.0,289.0,4.0
2020-05-28,9.0,17.0,73.0,15.0,39.0,62.0,9.0,27.0,7.0,24.0,15.0,0.0,7.0,180.0,20.0,98.0,8.0,7.0,251.0,26.0,5.0,6.0,4.0,5.0,8.0,268.0,0.0
2020-05-29,13.0,21.0,47.0,9.0,39.0,126.0,12.0,22.0,4.0,21.0,2.0,1.0,3.0,115.0,9.0,103.0,11.0,4.0,223.0,37.0,3.0,2.0,3.0,3.0,7.0,295.0,2.0
2020-05-30,7.0,18.0,36.0,8.0,29.0,97.0,8.0,23.0,5.0,23.0,6.0,1.0,1.0,20.0,19.0,71.0,4.0,8.0,198.0,0.0,6.0,6.0,2.0,2.0,7.0,257.0,1.0
2020-05-31,6.0,19.0,5.0,7.0,29.0,54.0,8.0,21.0,0.0,21.0,8.0,0.0,5.0,3.0,14.0,67.0,7.0,1.0,67.0,18.0,5.0,0.0,6.0,7.0,9.0,83.0,2.0
2020-06-01,13.0,18.0,19.0,6.0,34.0,178.0,3.0,24.0,3.0,21.0,7.0,0.0,4.0,96.0,10.0,68.0,12.0,8.0,118.0,18.0,0.0,4.0,8.0,3.0,8.0,52.0,3.0
2020-06-02,4.0,21.0,31.0,9.0,35.0,316.0,4.0,36.0,28.0,31.0,11.0,0.0,8.0,125.0,9.0,58.0,12.0,9.0,224.0,26.0,16.0,4.0,13.0,2.0,6.0,327.0,3.0
2020-06-03,6.0,24.0,36.0,10.0,26.0,101.0,14.0,34.0,4.0,34.0,17.0,0.0,4.0,101.0,35.0,79.0,10.0,6.0,324.0,11.0,8.0,0.0,13.0,4.0,8.0,282.0,3.0
2020-06-04,10.0,25.0,20.0,7.0,28.0,208.0,5.0,39.0,5.0,33.0,17.0,1.0,5.0,247.0,24.0,122.0,15.0,10.0,317.0,9.0,14.0,15.0,7.0,4.0,6.0,285.0,7.0
2020-06-05,9.0,26.0,41.0,6.0,29.0,94.0,6.0,43.0,3.0,37.0,21.0,0.0,7.0,173.0,13.0,71.0,7.0,13.0,146.0,23.0,19.0,0.0,11.0,3.0,12.0,281.0,7.0
2020-06-06,11.0,25.0,33.0,9.0,27.0,58.0,6.0,26.0,5.0,38.0,24.0,0.0,10.0,0.0,16.0,65.0,15.0,6.0,166.0,0.0,15.0,3.0,7.0,7.0,10.0,216.0,3.0
2020-06-07,6.0,19.0,18.0,3.0,33.0,17.0,6.0,26.0,1.0,38.0,8.0,1.0,12.0,13.0,17.0,35.0,15.0,5.0,68.0,21.0,7.0,3.0,3.0,5.0,9.0,87.0,0.0
2020-06-08,4.0,21.0,21.0,6.0,31.0,210.0,12.0,39.0,0.0,39.0,4.0,0.0,13.0,157.0,23.0,45.0,11.0,6.0,74.0,28.0,10.0,23.0,5.0,6.0,17.0,43.0,15.0
2020-06-09,12.0,18.0,44.0,7.0,27.0,167.0,10.0,33.0,11.0,38.0,19.0,2.0,14.0,63.0,27.0,103.0,18.0,10.0,147.0,28.0,10.0,14.0,11.0,2.0,18.0,334.0,6.0
2020-06-10,14.0,20.0,48.0,4.0,38.0,160.0,20.0,33.0,5.0,37.0,10.0,1.0,13.0,82.0,25.0,78.0,16.0,22.0,210.0,9.0,12.0,6.0,14.0,5.0,12.0,340.0,4.0
2020-06-11,8.0,21.0,37.0,14.0,38.0,189.0,18.0,29.0,5.0,38.0,22.0,3.0,10.0,110.0,11.0,102.0,18.0,6.0,225.0,19.0,26.0,4.0,7.0,2.0,19.0,283.0,4.0
2020-06-12,9.0,20.0,29.0,9.0,26.0,104.0,8.0,33.0,12.0,39.0,15.0,0.0,18.0,42.0,40.0,61.0,18.0,14.0,54.0,18.0,3.0,5.0,14.0,5.0,22.0,223.0,2.0
2020-06-13,2.0,22.0,36.0,7.0,30.0,17.0,11.0,29.0,5.0,37.0,8.0,3.0,18.0,59.0,13.0,90.0,25.0,18.0,175.0,1.0,13.0,3.0,7.0,2.0,11.0,213.0,2.0
2020-06-14,3.0,21.0,27.0,5.0,36.0,56.0,11.0,27.0,5.0,31.0,21.0,2.0,14.0,10.0,10.0,71.0,14.0,14.0,80.0,19.0,15.0,3.0,6.0,2.0,14.0,113.0,4.0
2020-06-15,6.0,24.0,20.0,5.0,40.0,156.0,15.0,32.0,22.0,32.0,6.0,3.0,10.0,90.0,23.0,31.0,19.0,8.0,56.0,32.0,8.0,13.0,10.0,4.0,22.0,73.0,4.0
2020-06-16,6.0,25.0,38.0,8.0,36.0,151.0,29.0,45.0,11.0,38.0,21.0,0.0,27.0,59.0,15.0,73.0,5.0,30.0,239.0,41.0,14.0,8.0,14.0,13.0,12.0,365.0,9.0
2020-06-17,10.0,18.0,29.0,1.0,41.0,115.0,17.0,47.0,6.0,33.0,35.0,3.0,22.0,45.0,25.0,50.0,23.0,22.0,171.0,29.0,15.0,0.0,13.0,4.0,19.0,389.0,3.0
2020-06-18,6.0,20.0,26.0,4.0,41.0,86.0,14.0,44.0,20.0,37.0,33.0,1.0,23.0,74.0,13.0,48.0,14.0,21.0,274.0,38.0,13.0,15.0,19.0,6.0,17.0,325.0,7.0
2020-06-19,5.0,17.0,19.0,6.0,42.0,104.0,17.0,44.0,14.0,38.0,30.0,3.0,27.0,50.0,15.0,45.0,24.0,13.0,183.0,4.0,17.0,6.0,17.0,12.0,26.0,386.0,8.0
2020-06-20,5.0,18.0,26.0,5.0,45.0,23.0,9.0,30.0,6.0,39.0,36.0,2.0,19.0,64.0,19.0,46.0,26.0,9.0,229.0,0.0,18.0,6.0,7.0,3.0,22.0,262.0,8.0
2020-06-21,3.0,18.0,7.0,6.0,41.0,3.0,18.0,31.0,11.0,37.0,25.0,2.0,29.0,22.0,23.0,86.0,17.0,14.0,51.0,33.0,8.0,0.0,4.0,9.0,14.0,94.0,3.0
2020-06-22,5.0,19.0,14.0,13.0,50.0,95.0,26.0,59.0,18.0,39.0,27.0,8.0,24.0,67.0,18.0,18.0,15.0,18.0,58.0,20.0,15.0,-1.0,24.0,10.0,29.0,46.0,1.0
2020-06-23,16.0,17.0,15.0,8.0,50.0,110.0,26.0,38.0,31.0,37.0,32.0,1.0,29.0,54.0,23.0,87.0,17.0,29.0,220.0,64.0,12.0,9.0,19.0,7.0,20.0,434.0,2.0
2020-06-24,5.0,18.0,24.0,7.0,50.0,87.0,20.0,38.0,20.0,39.0,51.0,5.0,22.0,22.0,21.0,86.0,12.0,23.0,142.0,51.0,11.0,12.0,23.0,16.0,13.0,284.0,2.0
2020-06-25,9.0,20.0,21.0,7.0,60.0,80.0,14.0,27.0,9.0,35.0,35.0,4.0,31.0,55.0,14.0,63.0,28.0,18.0,155.0,31.0,12.0,2.0,0.0,10.0,30.0,407.0,3.0
2020-06-26,8.0,17.0,8.0,7.0,41.0,67.0,23.0,17.0,41.0,35.0,27.0,3.0,28.0,31.0,22.0,122.0,18.0,25.0,137.0,13.0,9.0,8.0,40.0,9.0,25.0,207.0,5.0
2020-06-27,8.0,18.0,33.0,5.0,55.0,25.0,5.0,0.0,9.0,37.0,49.0,4.0,29.0,11.0,32.0,98.0,23.0,11.0,202.0,28.0,5.0,0.0,14.0,6.0,26.0,297.0,1.0
2020-06-28,2.0,19.0,10.0,1.0,51.0,8.0,11.0,59.0,2.0,39.0,17.0,3.0,23.0,25.0,15.0,43.0,28.0,24.0,30.0,62.0,5.0,0.0,5.0,8.0,15.0,75.0,3.0
2020-06-29,8.0,20.0,10.0,6.0,52.0,81.0,11.0,54.0,31.0,30.0,41.0,1.0,34.0,50.0,20.0,31.0,20.0,14.0,29.0,40.0,13.0,2.0,23.0,12.0,33.0,60.0,5.0
2020-06-30,4.0,20.0,31.0,4.0,53.0,70.0,28.0,27.0,24.0,36.0,25.0,9.0,39.0,40.0,46.0,47.0,23.0,36.0,232.0,33.0,19.0,31.0,32.0,17.0,23.0,365.0,4.0
2020-07-01,5.0,20.0,20.0,3.0,49.0,57.0,33.0,45.0,30.0,33.0,42.0,6.0,36.0,44.0,25.0,65.0,11.0,14.0,118.0,36.0,5.0,40.0,22.0,6.0,49.0,267.0,5.0
2020-07-02,8.0,19.0,19.0,7.0,45.0,104.0,11.0,35.0,51.0,38.0,52.0,16.0,41.0,46.0,42.0,74.0,29.0,43.0,134.0,69.0,7.0,4.0,27.0,15.0,0.0,321.0,2.0
2020-07-03,9.0,22.0,25.0,11.0,54.0,66.0,12.0,31.0,30.0,34.0,51.0,7.0,35.0,19.0,18.0,100.0,36.0,21.0,168.0,28.0,3.0,6.0,27.0,14.0,39.0,343.0,4.0
2020-07-04,4.0,21.0,31.0,3.0,49.0,68.0,28.0,23.0,19.0,32.0,73.0,3.0,45.0,27.0,20.0,48.0,22.0,36.0,124.0,8.0,15.0,4.0,25.0,7.0,19.0,302.0,5.0
2020-07-05,0.0,19.0,11.0,1.0,57.0,-2.0,28.0,22.0,0.0,34.0,18.0,5.0,35.0,9.0,17.0,27.0,25.0,32.0,43.0,41.0,7.0,3.0,12.0,10.0,15.0,82.0,4.0
