AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
103.0,101.0,765.0,228.0,1450.0,624.0,603.0,660.0,2578.0,461.0,2657.0,410.0,751.0,1049.0,317.0,359.0,705.0,1276.0,1081.0,123.0,275.0,364.0,1299.0,2211.0,313.0,3678.0,336.0
93.0,147.0,966.0,146.0,1861.0,910.0,565.0,1094.0,1809.0,517.0,2029.0,479.0,913.0,1327.0,494.0,719.0,778.0,1155.0,1776.0,204.0,235.0,344.0,2182.0,2072.0,268.0,6702.0,216.0
96.0,130.0,779.0,106.0,1488.0,815.0,526.0,505.0,622.0,302.0,1818.0,302.0,443.0,783.0,433.0,724.0,274.0,1341.0,2024.0,0.0,309.0,249.0,3132.0,1862.0,239.0,5614.0,66.0
87.0,53.0,349.0,53.0,691.0,308.0,608.0,663.0,364.0,175.0,1798.0,163.0,131.0,636.0,123.0,157.0,175.0,727.0,0.0,210.0,111.0,89.0,0.0,1108.0,148.0,2725.0,45.0
13.0,77.0,344.0,65.0,1244.0,489.0,776.0,959.0,1834.0,184.0,708.0,474.0,622.0,1211.0,135.0,99.0,586.0,702.0,3925.0,162.0,139.0,231.0,1597.0,1391.0,69.0,863.0,271.0
63.0,130.0,1050.0,235.0,1772.0,698.0,629.0,940.0,2376.0,546.0,1521.0,495.0,767.0,1101.0,519.0,878.0,679.0,1290.0,2160.0,611.0,287.0,287.0,2723.0,2422.0,102.0,5364.0,337.0
165.0,113.0,865.0,96.0,1990.0,725.0,668.0,788.0,1793.0,332.0,2278.0,410.0,582.0,956.0,544.0,807.0,657.0,1360.0,1766.0,281.0,234.0,264.0,2298.0,2652.0,83.0,5375.0,269.0
93.0,67.0,1013.0,352.0,1566.0,904.0,698.0,1127.0,1578.0,341.0,1915.0,555.0,701.0,1097.0,252.0,579.0,565.0,960.0,1345.0,128.0,230.0,269.0,2708.0,1937.0,123.0,5278.0,319.0
120.0,107.0,838.0,155.0,1423.0,549.0,622.0,605.0,274.0,373.0,3745.0,346.0,278.0,530.0,499.0,662.0,526.0,869.0,1479.0,95.0,145.0,282.0,2825.0,1868.0,66.0,4928.0,144.0
38.0,118.0,249.0,145.0,457.0,442.0,483.0,985.0,284.0,113.0,0.0,274.0,313.0,161.0,419.0,491.0,255.0,752.0,481.0,0.0,170.0,123.0,1349.0,2584.0,89.0,2339.0,56.0
155.0,31.0,291.0,325.0,886.0,156.0,211.0,297.0,313.0,90.0,1020.0,266.0,126.0,149.0,71.0,84.0,228.0,728.0,1037.0,318.0,223.0,81.0,906.0,1117.0,36.0,1020.0,23.0
3.0,98.0,165.0,153.0,533.0,332.0,180.0,663.0,297.0,69.0,839.0,138.0,214.0,220.0,66.0,62.0,168.0,240.0,294.0,65.0,64.0,136.0,955.0,1486.0,129.0,648.0,32.0
8.0,98.0,421.0,179.0,407.0,352.0,566.0,1069.0,1166.0,223.0,326.0,417.0,419.0,935.0,93.0,117.0,588.0,784.0,467.0,319.0,96.0,165.0,627.0,2280.0,86.0,749.0,311.0
256.0,126.0,839.0,0.0,770.0,987.0,453.0,1018.0,909.0,363.0,1184.0,177.0,602.0,985.0,579.0,486.0,496.0,1032.0,1314.0,200.0,246.0,515.0,3208.0,2814.0,132.0,4755.0,184.0
30.0,128.0,671.0,0.0,3377.0,1060.0,300.0,1045.0,1802.0,332.0,2201.0,543.0,645.0,770.0,339.0,580.0,799.0,909.0,754.0,129.0,335.0,380.0,1556.0,2007.0,101.0,2637.0,415.0
78.0,137.0,0.0,0.0,2006.0,180.0,471.0,1077.0,960.0,390.0,1762.0,561.0,668.0,759.0,540.0,1051.0,701.0,1641.0,966.0,170.0,197.0,381.0,2957.0,2151.0,243.0,0.0,149.0
249.0,196.0,1324.0,0.0,1427.0,801.0,424.0,318.0,254.0,261.0,2306.0,210.0,386.0,272.0,488.0,649.0,216.0,1592.0,539.0,0.0,213.0,124.0,2403.0,2857.0,173.0,0.0,66.0
132.0,115.0,270.0,178.0,583.0,297.0,539.0,1220.0,105.0,97.0,1347.0,196.0,147.0,202.0,192.0,411.0,407.0,860.0,822.0,220.0,271.0,6.0,710.0,969.0,151.0,0.0,55.0
81.0,130.0,305.0,320.0,840.0,636.0,472.0,644.0,1270.0,267.0,1035.0,381.0,584.0,939.0,87.0,207.0,583.0,1563.0,405.0,281.0,179.0,78.0,758.0,1034.0,100.0,0.0,235.0
138.0,91.0,802.0,244.0,1955.0,336.0,509.0,1587.0,1549.0,394.0,1491.0,483.0,586.0,878.0,425.0,693.0,617.0,1039.0,2378.0,89.0,198.0,313.0,2920.0,4886.0,97.0,21515.0,211.0
187.0,101.0,715.0,216.0,1728.0,667.0,423.0,1029.0,860.0,364.0,2169.0,438.0,608.0,869.0,608.0,860.0,590.0,1754.0,1645.0,154.0,302.0,360.0,3174.0,2711.0,69.0,3421.0,222.0
402.0,126.0,603.0,266.0,1590.0,2482.0,686.0,1311.0,1422.0,371.0,1886.0,653.0,2768.0,1073.0,837.0,787.0,517.0,2199.0,1785.0,169.0,258.0,210.0,3590.0,1730.0,161.0,5780.0,260.0
146.0,162.0,507.0,361.0,2119.0,992.0,533.0,1359.0,766.0,273.0,2737.0,521.0,502.0,403.0,468.0,830.0,484.0,9913.0,623.0,130.0,350.0,260.0,3071.0,4805.0,89.0,6130.0,184.0
330.0,152.0,569.0,421.0,1349.0,745.0,700.0,481.0,221.0,180.0,2036.0,333.0,236.0,254.0,522.0,843.0,232.0,578.0,3639.0,0.0,383.0,119.0,3108.0,4015.0,87.0,4640.0,105.0
165.0,116.0,168.0,141.0,1282.0,1458.0,280.0,1089.0,232.0,89.0,1572.0,176.0,229.0,111.0,82.0,307.0,94.0,793.0,311.0,259.0,201.0,44.0,1188.0,2144.0,65.0,1218.0,92.0
139.0,46.0,219.0,177.0,712.0,1008.0,411.0,1309.0,1225.0,115.0,591.0,854.0,489.0,446.0,622.0,356.0,200.0,1676.0,499.0,501.0,286.0,211.0,1165.0,1454.0,101.0,737.0,195.0
180.0,173.0,906.0,226.0,653.0,955.0,628.0,1687.0,808.0,231.0,1954.0,689.0,608.0,810.0,608.0,674.0,447.0,2332.0,2554.0,236.0,184.0,211.0,3479.0,5178.0,127.0,8698.0,254.0
250.0,136.0,703.0,270.0,2071.0,865.0,495.0,1314.0,1113.0,385.0,2324.0,575.0,516.0,780.0,579.0,826.0,515.0,3054.0,2387.0,151.0,367.0,244.0,3853.0,4210.0,88.0,6421.0,260.0
251.0,172.0,957.0,233.0,2849.0,1056.0,756.0,1062.0,1176.0,320.0,2586.0,536.0,467.0,875.0,627.0,908.0,579.0,2684.0,2118.0,335.0,358.0,308.0,2719.0,4605.0,251.0,6794.0,280.0
270.0,122.0,740.0,200.0,1870.0,934.0,554.0,1603.0,862.0,312.0,2773.0,917.0,158.0,752.0,633.0,688.0,511.0,2045.0,2401.0,920.0,352.0,191.0,3298.0,6109.0,235.0,9058.0,262.0
189.0,114.0,488.0,151.0,1781.0,828.0,542.0,583.0,278.0,174.0,2424.0,785.0,243.0,446.0,650.0,946.0,226.0,3589.0,362.0,0.0,335.0,94.0,3683.0,5888.0,242.0,5087.0,94.0
191.0,81.0,131.0,312.0,958.0,305.0,280.0,673.0,74.0,77.0,1399.0,503.0,85.0,265.0,192.0,472.0,185.0,1211.0,926.0,994.0,284.0,177.0,923.0,2818.0,159.0,4153.0,98.0
223.0,129.0,303.0,374.0,1418.0,1632.0,859.0,1358.0,831.0,162.0,1081.0,777.0,528.0,507.0,131.0,428.0,449.0,1740.0,485.0,208.0,267.0,124.0,843.0,1753.0,229.0,1037.0,282.0
204.0,139.0,799.0,421.0,1465.0,867.0,496.0,1789.0,1390.0,355.0,1522.0,905.0,725.0,920.0,310.0,781.0,698.0,3580.0,2145.0,1096.0,574.0,275.0,3096.0,4115.0,323.0,5219.0,324.0
135.0,207.0,719.0,355.0,3123.0,1159.0,860.0,1549.0,606.0,408.0,4006.0,541.0,760.0,824.0,717.0,1147.0,418.0,3803.0,3162.0,708.0,281.0,189.0,4569.0,4933.0,300.0,8900.0,232.0
116.0,145.0,916.0,345.0,1472.0,2518.0,824.0,1946.0,808.0,372.0,3338.0,528.0,587.0,533.0,763.0,553.0,661.0,4437.0,2029.0,3878.0,318.0,154.0,2312.0,5998.0,561.0,4523.0,267.0
452.0,332.0,928.0,257.0,1919.0,519.0,884.0,1773.0,1795.0,344.0,2851.0,1884.0,560.0,813.0,363.0,669.0,520.0,3726.0,1324.0,433.0,0.0,59.0,2476.0,3420.0,338.0,4320.0,549.0
164.0,221.0,658.0,535.0,4204.0,1278.0,494.0,1768.0,142.0,208.0,3265.0,758.0,230.0,498.0,369.0,2084.0,1046.0,3201.0,5412.0,1001.0,977.0,418.0,7813.0,9523.0,508.0,4507.0,203.0
160.0,246.0,191.0,121.0,2915.0,544.0,627.0,587.0,80.0,13.0,2251.0,698.0,103.0,180.0,102.0,449.0,293.0,1522.0,556.0,1074.0,290.0,88.0,1842.0,3047.0,491.0,2379.0,163.0
179.0,125.0,209.0,175.0,1652.0,1117.0,444.0,1072.0,932.0,104.0,1088.0,1090.0,565.0,680.0,41.0,565.0,672.0,2377.0,1038.0,540.0,483.0,250.0,1280.0,5347.0,150.0,1180.0,340.0
304.0,168.0,1065.0,292.0,3118.0,355.0,976.0,1972.0,1743.0,380.0,3320.0,951.0,744.0,897.0,541.0,1853.0,746.0,5239.0,3628.0,1036.0,264.0,327.0,4367.0,8201.0,238.0,8937.0,323.0
183.0,236.0,698.0,427.0,3228.0,196.0,783.0,1852.0,1807.0,333.0,4500.0,1134.0,814.0,1001.0,734.0,1348.0,664.0,3223.0,3415.0,170.0,520.0,275.0,4854.0,6076.0,534.0,9114.0,356.0
153.0,255.0,879.0,541.0,3268.0,1366.0,521.0,1612.0,1126.0,437.0,4635.0,1197.0,576.0,627.0,746.0,1431.0,729.0,5423.0,3788.0,245.0,411.0,143.0,5724.0,4956.0,798.0,8208.0,344.0
253.0,255.0,789.0,360.0,4049.0,700.0,1355.0,1667.0,1256.0,480.0,4291.0,1294.0,685.0,792.0,729.0,1094.0,714.0,3442.0,2456.0,488.0,331.0,368.0,5032.0,6174.0,75.0,8237.0,305.0
125.0,402.0,706.0,302.0,2310.0,575.0,595.0,1843.0,147.0,220.0,5223.0,496.0,385.0,504.0,709.0,1518.0,445.0,2860.0,2626.0,0.0,344.0,220.0,4766.0,3851.0,61.0,8938.0,111.0
44.0,332.0,331.0,124.0,4080.0,197.0,355.0,1310.0,73.0,66.0,3011.0,23.0,203.0,502.0,673.0,765.0,470.0,1239.0,808.0,988.0,501.0,110.0,2234.0,2586.0,2597.0,2675.0,133.0
107.0,152.0,207.0,216.0,1580.0,3633.0,645.0,1890.0,1201.0,135.0,871.0,1989.0,613.0,670.0,604.0,746.0,641.0,2710.0,301.0,281.0,483.0,69.0,1534.0,3503.0,723.0,1116.0,404.0
128.0,189.0,955.0,214.0,3330.0,895.0,1104.0,2418.0,1577.0,368.0,2614.0,1314.0,762.0,799.0,586.0,1236.0,623.0,4591.0,3377.0,1014.0,567.0,134.0,4114.0,6312.0,319.0,7923.0,333.0
116.0,275.0,438.0,318.0,3752.0,2900.0,842.0,2419.0,1285.0,369.0,4080.0,1236.0,948.0,1046.0,737.0,1133.0,618.0,5069.0,3331.0,1374.0,446.0,377.0,4861.0,5628.0,853.0,9784.0,356.0
230.0,314.0,821.0,296.0,4876.0,1693.0,792.0,1524.0,2175.0,488.0,4484.0,1550.0,742.0,792.0,761.0,1588.0,534.0,3981.0,3560.0,1144.0,514.0,379.0,4435.0,5121.0,644.0,9786.0,326.0
248.0,386.0,843.0,543.0,3883.0,913.0,831.0,2076.0,1136.0,402.0,6173.0,1541.0,856.0,742.0,889.0,1945.0,559.0,5059.0,3298.0,519.0,333.0,247.0,5163.0,4292.0,572.0,8791.0,309.0
213.0,229.0,342.0,278.0,2920.0,0.0,689.0,1720.0,0.0,158.0,5008.0,422.0,424.0,672.0,594.0,1363.0,288.0,4379.0,3489.0,561.0,158.0,186.0,3557.0,5051.0,910.0,8601.0,113.0
49.0,435.0,554.0,271.0,1196.0,1262.0,462.0,820.0,0.0,50.0,3478.0,683.0,240.0,442.0,93.0,258.0,175.0,2483.0,694.0,913.0,444.0,47.0,3891.0,1306.0,679.0,940.0,164.0
216.0,316.0,451.0,288.0,2465.0,745.0,1036.0,2414.0,864.0,211.0,980.0,650.0,737.0,953.0,268.0,362.0,347.0,2376.0,768.0,559.0,264.0,61.0,2303.0,4649.0,602.0,2313.0,182.0
84.0,310.0,651.0,388.0,4114.0,3308.0,737.0,2400.0,1908.0,417.0,4222.0,1981.0,946.0,1052.0,817.0,734.0,530.0,7537.0,1457.0,1255.0,791.0,59.0,3358.0,3497.0,618.0,4412.0,449.0
226.0,773.0,988.0,314.0,4866.0,696.0,531.0,2989.0,2021.0,463.0,4472.0,1391.0,1048.0,1120.0,1388.0,2071.0,654.0,20197.0,4036.0,277.0,488.0,403.0,6453.0,7077.0,777.0,0.0,405.0
228.0,296.0,894.0,246.0,4920.0,1206.0,899.0,2292.0,1236.0,353.0,5672.0,1076.0,914.0,935.0,1274.0,1646.0,604.0,6389.0,3493.0,556.0,466.0,207.0,6112.0,5538.0,558.0,20303.0,386.0
175.0,312.0,1156.0,203.0,3057.0,970.0,913.0,2139.0,782.0,343.0,5565.0,1316.0,871.0,858.0,1053.0,1765.0,580.0,4494.0,3601.0,747.0,547.0,175.0,5721.0,5160.0,104.0,9922.0,324.0
528.0,359.0,706.0,357.0,3920.0,645.0,622.0,1887.0,55.0,251.0,5253.0,1066.0,469.0,498.0,660.0,1746.0,337.0,3574.0,1180.0,711.0,412.0,70.0,5061.0,4013.0,1232.0,12447.0,183.0
127.0,307.0,302.0,106.0,1657.0,435.0,409.0,1496.0,0.0,11.0,3485.0,726.0,256.0,486.0,327.0,418.0,208.0,1660.0,3160.0,1385.0,225.0,102.0,2157.0,3909.0,913.0,0.0,217.0
253.0,158.0,351.0,207.0,1517.0,953.0,1000.0,1679.0,1218.0,93.0,1827.0,1342.0,917.0,919.0,203.0,709.0,434.0,2282.0,755.0,771.0,586.0,155.0,2039.0,2488.0,471.0,3943.0,375.0
65.0,302.0,1217.0,290.0,2688.0,990.0,629.0,2340.0,1196.0,337.0,4201.0,1652.0,1030.0,930.0,972.0,1946.0,582.0,6102.0,3794.0,1488.0,1202.0,223.0,6206.0,4671.0,592.0,10714.0,306.0
85.0,433.0,862.0,226.0,3090.0,635.0,525.0,1734.0,1205.0,219.0,6519.0,1402.0,1061.0,883.0,928.0,1915.0,545.0,3293.0,2975.0,912.0,739.0,198.0,98.0,3796.0,655.0,10383.0,363.0
239.0,391.0,999.0,194.0,2598.0,621.0,552.0,1744.0,272.0,152.0,5969.0,1291.0,567.0,429.0,610.0,1457.0,215.0,9793.0,4199.0,1058.0,525.0,88.0,10433.0,3001.0,1223.0,9351.0,240.0
85.0,258.0,401.0,89.0,1211.0,692.0,329.0,740.0,97.0,80.0,4030.0,290.0,254.0,18.0,231.0,1109.0,317.0,1586.0,603.0,274.0,282.0,42.0,2102.0,1481.0,825.0,3596.0,161.0
13.0,298.0,201.0,72.0,1349.0,33.0,650.0,1448.0,170.0,57.0,2113.0,1097.0,196.0,531.0,727.0,387.0,251.0,1223.0,929.0,0.0,206.0,27.0,2147.0,1561.0,445.0,1253.0,149.0
164.0,426.0,429.0,431.0,1624.0,117.0,615.0,610.0,63.0,84.0,1217.0,223.0,305.0,495.0,308.0,603.0,253.0,1572.0,994.0,600.0,188.0,31.0,823.0,1705.0,777.0,2836.0,121.0
110.0,197.0,318.0,425.0,748.0,1914.0,1193.0,3517.0,1890.0,93.0,1110.0,1366.0,748.0,1086.0,578.0,442.0,509.0,2835.0,605.0,955.0,892.0,68.0,638.0,2182.0,1058.0,1576.0,384.0
222.0,371.0,1447.0,256.0,3206.0,1090.0,721.0,1698.0,1291.0,344.0,4995.0,1581.0,1275.0,805.0,423.0,1778.0,693.0,4036.0,4585.0,1165.0,687.0,146.0,6217.0,3806.0,803.0,12477.0,253.0
123.0,380.0,1369.0,297.0,2847.0,1921.0,678.0,2676.0,1154.0,185.0,6391.0,1330.0,1142.0,828.0,1010.0,2512.0,721.0,3896.0,2114.0,1186.0,681.0,180.0,5754.0,3134.0,931.0,11849.0,311.0
265.0,319.0,1443.0,499.0,2862.0,3085.0,566.0,1324.0,270.0,189.0,6865.0,989.0,741.0,262.0,1058.0,1882.0,507.0,3939.0,6275.0,271.0,694.0,21.0,5462.0,3514.0,770.0,10219.0,178.0
69.0,273.0,561.0,160.0,1284.0,512.0,376.0,1020.0,81.0,21.0,3975.0,611.0,208.0,5.0,578.0,827.0,31.0,1757.0,742.0,339.0,270.0,148.0,2238.0,1864.0,1039.0,3894.0,56.0
252.0,270.0,293.0,80.0,602.0,70.0,797.0,973.0,129.0,17.0,2418.0,556.0,242.0,203.0,553.0,332.0,279.0,1292.0,214.0,0.0,434.0,17.0,1008.0,2077.0,372.0,1762.0,111.0
105.0,353.0,546.0,127.0,722.0,189.0,481.0,1405.0,134.0,41.0,1370.0,333.0,434.0,214.0,429.0,215.0,162.0,1700.0,135.0,497.0,473.0,72.0,1837.0,821.0,769.0,3469.0,157.0
71.0,318.0,559.0,207.0,815.0,212.0,955.0,1466.0,1613.0,76.0,1432.0,1320.0,1542.0,1215.0,135.0,305.0,549.0,1726.0,3606.0,841.0,291.0,82.0,569.0,1565.0,951.0,2248.0,370.0
53.0,378.0,1928.0,321.0,3077.0,2068.0,1565.0,2496.0,1057.0,162.0,4588.0,1582.0,796.0,1313.0,366.0,1491.0,657.0,4748.0,4262.0,819.0,657.0,151.0,5283.0,3875.0,1143.0,12881.0,366.0
208.0,471.0,2192.0,373.0,3038.0,1269.0,0.0,1684.0,1631.0,199.0,7715.0,1311.0,2072.0,1222.0,1101.0,1604.0,527.0,3084.0,4482.0,604.0,957.0,146.0,4728.0,4112.0,1039.0,14534.0,404.0
100.0,398.0,1706.0,405.0,2980.0,1889.0,807.0,1646.0,1808.0,187.0,7250.0,1186.0,1086.0,1071.0,965.0,1511.0,613.0,32436.0,4669.0,1158.0,784.0,135.0,4801.0,4432.0,1227.0,14073.0,446.0
336.0,349.0,2342.0,470.0,2777.0,1686.0,673.0,2029.0,1289.0,104.0,7812.0,1116.0,1368.0,1409.0,936.0,1250.0,782.0,5064.0,1517.0,1210.0,748.0,179.0,4779.0,3880.0,1217.0,13794.0,470.0
94.0,481.0,1856.0,332.0,2497.0,790.0,798.0,1187.0,314.0,170.0,8399.0,831.0,920.0,1047.0,714.0,1190.0,259.0,3266.0,5591.0,0.0,681.0,92.0,3584.0,3596.0,960.0,11561.0,183.0
219.0,433.0,965.0,226.0,1649.0,325.0,658.0,1347.0,311.0,30.0,4443.0,455.0,240.0,624.0,515.0,1146.0,471.0,1640.0,1061.0,748.0,564.0,53.0,1979.0,1772.0,1372.0,5619.0,162.0
219.0,278.0,2151.0,385.0,915.0,233.0,986.0,2052.0,2291.0,105.0,2696.0,997.0,1747.0,1387.0,523.0,719.0,523.0,1670.0,634.0,834.0,930.0,103.0,1582.0,1901.0,1242.0,3010.0,634.0
86.0,499.0,1958.0,402.0,2105.0,2283.0,1000.0,1895.0,2180.0,264.0,7826.0,1095.0,1247.0,1500.0,219.0,1482.0,835.0,8983.0,3589.0,212.0,1280.0,198.0,3695.0,3546.0,440.0,12702.0,486.0
353.0,401.0,1474.0,360.0,3094.0,1394.0,659.0,1772.0,2116.0,260.0,8319.0,1106.0,1760.0,1017.0,681.0,1803.0,819.0,2911.0,4287.0,1366.0,939.0,260.0,5223.0,3365.0,666.0,15275.0,564.0
283.0,392.0,3816.0,373.0,4113.0,1659.0,766.0,1818.0,2066.0,265.0,8694.0,1166.0,1875.0,1491.0,1028.0,1412.0,688.0,5811.0,4211.0,974.0,1215.0,129.0,4605.0,3949.0,1262.0,13710.0,558.0
88.0,460.0,3151.0,402.0,5471.0,1160.0,706.0,1990.0,1691.0,317.0,9120.0,1316.0,1406.0,1416.0,770.0,1702.0,672.0,4851.0,3396.0,1734.0,1380.0,277.0,5207.0,3698.0,1145.0,15016.0,555.0
465.0,396.0,2856.0,389.0,5832.0,2248.0,828.0,1478.0,241.0,178.0,7831.0,767.0,1050.0,590.0,838.0,1450.0,351.0,3531.0,4067.0,15.0,841.0,196.0,4229.0,3306.0,366.0,13774.0,332.0
146.0,475.0,1277.0,204.0,3401.0,0.0,471.0,995.0,135.0,89.0,6812.0,446.0,562.0,290.0,1008.0,482.0,222.0,1563.0,947.0,1025.0,883.0,117.0,1864.0,1403.0,680.0,5720.0,199.0
8.0,281.0,1790.0,209.0,2548.0,2138.0,1047.0,1853.0,1909.0,158.0,2482.0,1082.0,1128.0,1247.0,0.0,322.0,592.0,1113.0,373.0,395.0,1275.0,167.0,1173.0,1644.0,459.0,2933.0,607.0
433.0,373.0,1537.0,419.0,4004.0,868.0,612.0,1682.0,2285.0,383.0,5865.0,1031.0,1991.0,1569.0,238.0,1635.0,786.0,4858.0,4375.0,1329.0,1041.0,219.0,4285.0,3133.0,651.0,15953.0,594.0
221.0,379.0,5009.0,265.0,4991.0,1419.0,620.0,1387.0,1880.0,336.0,7429.0,1064.0,1609.0,1487.0,1272.0,1770.0,774.0,3767.0,4015.0,899.0,1096.0,132.0,3945.0,3057.0,781.0,14411.0,462.0
300.0,378.0,2202.0,225.0,4455.0,1274.0,834.0,1618.0,1378.0,467.0,8831.0,889.0,1428.0,2057.0,1111.0,1985.0,626.0,3127.0,3306.0,846.0,1310.0,157.0,4025.0,2731.0,737.0,12118.0,535.0
258.0,351.0,3975.0,339.0,4130.0,1295.0,1054.0,1952.0,2208.0,298.0,9593.0,962.0,1599.0,1700.0,1309.0,1714.0,708.0,3578.0,669.0,892.0,1422.0,387.0,3054.0,2838.0,812.0,9005.0,503.0
252.0,457.0,3404.0,180.0,4566.0,1378.0,956.0,858.0,219.0,331.0,8873.0,487.0,986.0,901.0,1134.0,1652.0,257.0,3127.0,5389.0,38.0,933.0,186.0,3815.0,2626.0,502.0,14596.0,195.0
190.0,507.0,1152.0,195.0,2854.0,1616.0,821.0,800.0,79.0,85.0,4171.0,252.0,341.0,768.0,819.0,537.0,361.0,1821.0,1017.0,1250.0,968.0,149.0,863.0,1201.0,492.0,5072.0,138.0
110.0,667.0,1222.0,151.0,1423.0,1673.0,1148.0,1551.0,2744.0,140.0,2697.0,1047.0,916.0,1349.0,1181.0,589.0,426.0,1870.0,234.0,616.0,996.0,194.0,905.0,2407.0,826.0,2867.0,581.0
235.0,547.0,3525.0,241.0,3349.0,1149.0,1056.0,1155.0,1917.0,299.0,5707.0,582.0,1563.0,2396.0,1126.0,2124.0,726.0,6829.0,4160.0,831.0,1239.0,265.0,3994.0,2781.0,348.0,12959.0,505.0
345.0,563.0,3146.0,299.0,3970.0,933.0,1052.0,1246.0,2866.0,370.0,8392.0,791.0,1659.0,2272.0,1213.0,2068.0,594.0,3272.0,3517.0,462.0,1669.0,317.0,3802.0,2949.0,553.0,16041.0,411.0
342.0,433.0,1852.0,371.0,3645.0,1523.0,1174.0,1169.0,2213.0,390.0,8318.0,750.0,1508.0,1719.0,1044.0,1494.0,306.0,4491.0,3678.0,828.0,970.0,416.0,3411.0,2564.0,829.0,14776.0,546.0
475.0,394.0,2116.0,377.0,4173.0,1055.0,1087.0,1613.0,2362.0,465.0,6000.0,742.0,1821.0,1519.0,1125.0,1748.0,809.0,3116.0,4077.0,955.0,1225.0,255.0,3342.0,3428.0,895.0,13887.0,442.0
411.0,514.0,4420.0,196.0,4078.0,0.0,884.0,642.0,183.0,270.0,8001.0,398.0,1050.0,506.0,1065.0,1954.0,439.0,3862.0,3862.0,0.0,757.0,206.0,3209.0,2512.0,519.0,13067.0,109.0
120.0,481.0,1400.0,157.0,2148.0,3311.0,538.0,1099.0,289.0,73.0,4518.0,350.0,415.0,180.0,1104.0,621.0,267.0,1903.0,237.0,968.0,706.0,149.0,574.0,1199.0,618.0,4344.0,131.0
353.0,452.0,1323.0,363.0,1128.0,1413.0,797.0,1230.0,1670.0,161.0,1779.0,849.0,1003.0,1677.0,1014.0,445.0,451.0,2652.0,2031.0,566.0,949.0,103.0,780.0,1735.0,770.0,2354.0,442.0
229.0,521.0,2460.0,325.0,3536.0,1604.0,409.0,1282.0,2230.0,549.0,4707.0,783.0,1694.0,1889.0,867.0,1977.0,511.0,4319.0,3278.0,413.0,1154.0,338.0,3255.0,2802.0,424.0,14297.0,425.0
498.0,347.0,2685.0,260.0,3370.0,1563.0,656.0,1120.0,1645.0,526.0,5947.0,689.0,2135.0,1652.0,1054.0,1627.0,696.0,2466.0,3249.0,803.0,947.0,255.0,3036.0,3185.0,612.0,12990.0,401.0
397.0,370.0,2689.0,224.0,3295.0,1362.0,430.0,1463.0,2076.0,361.0,10052.0,622.0,1202.0,1749.0,963.0,1650.0,388.0,3287.0,2852.0,0.0,1030.0,328.0,2772.0,2891.0,388.0,13932.0,334.0
178.0,570.0,2238.0,210.0,3357.0,1440.0,624.0,1505.0,2216.0,246.0,5441.0,827.0,1362.0,1594.0,1060.0,1487.0,812.0,2846.0,2757.0,53.0,1159.0,204.0,3415.0,3021.0,394.0,12222.0,452.0
332.0,427.0,2965.0,223.0,3270.0,1604.0,573.0,1132.0,210.0,273.0,4649.0,412.0,626.0,623.0,918.0,1451.0,257.0,3447.0,2690.0,888.0,851.0,220.0,3166.0,2723.0,267.0,11923.0,190.0
92.0,239.0,985.0,153.0,1884.0,0.0,403.0,993.0,97.0,174.0,7050.0,350.0,416.0,603.0,664.0,864.0,232.0,1561.0,162.0,1884.0,419.0,108.0,510.0,1575.0,351.0,4248.0,145.0
148.0,451.0,919.0,191.0,1809.0,2222.0,544.0,886.0,2025.0,239.0,2104.0,1037.0,1750.0,1777.0,611.0,741.0,450.0,1444.0,2101.0,491.0,995.0,223.0,493.0,1205.0,841.0,2442.0,447.0
575.0,458.0,1442.0,284.0,3584.0,2265.0,525.0,1119.0,2346.0,522.0,3972.0,846.0,910.0,1432.0,971.0,1736.0,410.0,3929.0,1009.0,957.0,946.0,284.0,3707.0,2785.0,609.0,13201.0,393.0
410.0,422.0,2744.0,230.0,3450.0,965.0,578.0,1570.0,2171.0,514.0,6466.0,822.0,1194.0,1881.0,1140.0,1531.0,665.0,2450.0,5985.0,975.0,870.0,309.0,5596.0,3096.0,828.0,13825.0,421.0
493.0,466.0,2205.0,331.0,3253.0,2808.0,545.0,1534.0,1788.0,591.0,6504.0,700.0,1173.0,1783.0,1130.0,1643.0,696.0,3461.0,2033.0,571.0,714.0,337.0,3333.0,3350.0,499.0,11167.0,496.0
376.0,508.0,2445.0,356.0,3636.0,0.0,512.0,1436.0,1570.0,559.0,5554.0,818.0,1359.0,1354.0,1137.0,1380.0,461.0,2591.0,2768.0,0.0,838.0,228.0,3173.0,3361.0,437.0,11605.0,480.0
372.0,626.0,1828.0,183.0,3587.0,2793.0,595.0,776.0,396.0,517.0,5352.0,396.0,1032.0,463.0,830.0,1805.0,538.0,3158.0,2158.0,0.0,249.0,259.0,3506.0,2755.0,656.0,9837.0,189.0
107.0,670.0,632.0,154.0,2584.0,1256.0,537.0,588.0,376.0,154.0,3184.0,395.0,215.0,485.0,641.0,891.0,241.0,1144.0,795.0,8797.0,819.0,71.0,1322.0,1865.0,536.0,2187.0,77.0
428.0,749.0,925.0,135.0,1796.0,1589.0,738.0,515.0,1985.0,213.0,1446.0,911.0,1063.0,1223.0,995.0,803.0,491.0,1406.0,706.0,214.0,781.0,166.0,969.0,2277.0,648.0,2316.0,320.0
